lot_shape,utilities,land_slope,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,kitchen_qual,functional,garage_finish,garage_qual,garage_cond,paved_drive,overall_qual,overall_cond,saleprice
1,10,3,3,4,4,4,2,3,2,3,5,3,10,2,3,3,5,6,6,172500
2,10,2,3,3,5,4,5,8,2,3,5,3,10,5,3,3,5,6,6,188000
1,10,3,3,3,5,4,5,6,2,5,5,3,10,3,3,3,5,6,8,181500
3,10,3,4,3,5,4,4,8,6,5,5,4,10,3,3,3,5,7,6,212000
1,10,3,3,3,4,4,2,2,2,3,5,3,10,3,3,3,5,7,5,188900
1,10,3,2,2,3,3,2,2,2,2,5,4,10,1,1,1,1,3,3,64500
2,10,2,3,3,5,4,4,6,2,5,5,4,10,5,3,3,5,6,5,230000
1,10,3,3,4,4,4,2,6,4,3,5,3,10,2,3,3,1,5,6,122000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,5,133500
1,10,3,4,4,5,4,2,2,2,5,5,3,5,2,2,3,5,6,7,256000
1,10,3,3,3,5,4,2,6,2,3,5,3,10,2,3,3,5,5,7,129500
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,8,5,318000
2,10,3,4,3,5,4,2,2,2,4,5,4,10,3,3,3,5,8,5,255900
1,10,3,3,3,5,4,2,2,2,5,5,4,10,1,1,1,5,6,5,143500
2,10,3,4,3,6,4,2,8,2,5,5,5,10,3,3,3,5,8,5,259000
1,10,3,3,4,5,4,3,6,3,3,5,4,10,2,3,3,5,6,5,217000
2,10,3,3,3,5,4,2,3,2,5,4,3,10,2,3,3,5,6,7,210000
2,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,6,148500
2,10,3,3,3,5,4,2,2,2,5,5,4,10,5,3,3,5,6,5,156932
2,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,145000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,200000
1,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,10,5,450000
1,10,3,3,3,5,4,2,8,2,4,5,3,10,2,3,3,5,6,5,172500
1,10,3,3,3,4,4,2,6,3,3,5,3,10,3,3,3,5,6,7,240000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,340000
2,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,8,5,201000
1,10,3,3,3,4,4,4,4,2,3,5,3,10,2,3,3,5,5,6,122000
1,10,3,3,3,5,4,2,8,2,3,5,4,10,5,3,3,5,7,6,213000
1,10,3,4,3,4,4,2,3,2,3,5,3,10,2,4,3,5,6,5,175000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,195400
1,10,3,3,3,4,4,2,4,2,3,5,3,10,5,3,3,5,5,6,113500
1,10,3,3,3,4,4,2,2,2,4,5,2,10,2,3,3,5,6,5,140200
1,10,3,3,3,4,4,2,4,3,3,5,3,10,2,3,3,5,5,6,116000
1,10,3,5,3,5,4,5,8,2,5,5,5,10,5,3,3,5,9,5,359900
2,10,3,3,3,5,4,4,8,2,3,5,3,10,2,3,3,5,6,6,157500
2,10,3,4,3,4,4,2,2,4,5,4,3,10,5,3,3,5,5,5,190000
1,10,3,3,3,4,4,3,2,2,3,5,2,7,2,3,3,5,5,5,100000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,3,3,3,5,6,6,160000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,203000
2,10,3,4,3,6,4,2,8,2,5,5,4,10,3,4,4,5,8,5,302000
1,10,3,3,3,5,4,2,4,4,3,5,3,10,3,3,3,5,6,5,143000
4,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,8,5,267000
2,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,4,5,103000
1,10,3,3,4,6,5,2,8,2,5,5,3,10,5,3,3,5,6,5,153500
2,10,3,3,3,5,4,5,6,2,3,5,3,6,5,3,3,5,5,5,171000
1,10,3,3,3,4,4,2,2,2,3,3,3,6,2,2,3,5,4,5,107000
2,10,3,3,3,4,4,3,3,2,4,5,3,10,2,3,3,5,6,6,128500
1,10,3,3,3,4,4,2,3,2,3,4,3,10,2,3,3,5,5,5,116000
1,10,2,3,3,4,4,2,6,2,2,5,3,10,3,3,3,2,5,5,160000
2,10,3,4,3,5,4,3,2,2,5,5,4,10,3,3,3,5,8,5,180000
1,10,3,3,3,4,4,2,6,8,5,5,5,10,3,3,4,5,5,5,133000
1,10,3,3,4,5,4,5,8,2,4,5,3,10,5,3,3,5,7,5,215000
2,10,3,3,3,4,4,2,4,2,2,5,4,10,2,3,3,2,6,7,177500
1,10,3,4,3,5,4,3,8,2,4,5,4,10,5,3,3,5,8,5,215000
1,10,3,3,3,4,3,2,2,2,3,4,3,10,2,2,3,5,5,6,150000
1,10,3,3,3,5,4,3,8,2,4,5,4,10,2,3,3,5,7,5,320000
1,10,3,3,3,4,4,2,3,4,3,5,3,10,3,3,3,5,6,6,167000
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,5,7,125000
1,10,3,3,3,3,3,2,2,2,4,5,3,3,1,1,1,1,3,1,65000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,7,5,200141
1,10,3,4,3,5,4,2,2,2,5,5,4,10,2,3,3,5,7,5,235876
1,10,3,3,3,4,4,2,2,2,5,5,4,10,2,3,3,5,5,6,123000
1,10,3,3,2,4,4,2,4,2,3,5,3,10,2,3,3,5,5,5,137500
1,10,3,3,3,5,4,2,8,2,5,5,3,10,1,1,1,5,4,5,123600
1,10,3,3,3,4,4,2,3,2,5,5,3,10,3,3,3,5,6,5,160000
1,10,3,3,3,5,4,2,2,2,5,5,3,10,3,3,3,5,6,5,181000
2,10,3,3,4,4,4,2,2,3,3,5,3,10,3,3,3,5,5,7,125000
1,10,3,3,3,4,4,2,3,2,5,5,3,10,2,3,3,5,6,6,154000
1,10,3,4,4,5,4,3,8,2,5,5,4,10,5,3,3,5,6,5,231000
1,10,3,3,3,4,4,2,4,2,5,5,3,10,2,3,3,5,5,6,142000
3,10,3,4,4,4,4,3,2,2,5,5,5,10,2,5,3,5,10,9,475000
2,10,2,4,3,6,4,5,8,2,5,5,5,10,5,3,3,5,8,5,375000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,1,1,1,5,4,5,115000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,185000
1,10,3,3,3,4,4,2,2,6,3,5,3,10,2,3,3,5,6,8,108500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,147400
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,7,5,156000
1,10,3,3,2,4,3,2,2,2,4,5,3,10,2,2,2,5,5,6,120000
2,10,3,4,3,5,4,3,8,3,5,5,4,10,5,3,3,5,7,5,167000
1,10,3,4,3,5,5,2,8,2,5,5,4,10,5,3,3,5,7,5,191000
2,10,3,3,3,5,4,2,2,2,4,5,3,10,5,3,3,5,6,5,161500
2,10,3,3,3,4,4,4,3,2,3,5,3,10,3,3,3,5,5,6,130000
1,10,3,3,3,4,4,2,8,2,3,5,3,10,2,3,3,5,5,6,132500
1,10,3,3,4,5,4,4,6,2,5,5,4,10,2,3,3,5,5,8,144000
2,10,3,3,3,1,1,1,1,1,3,5,3,10,5,3,4,5,5,6,141000
1,10,3,3,4,4,4,2,3,2,4,5,4,10,2,3,3,5,4,8,117000
1,10,3,3,2,4,4,4,8,2,4,5,3,10,1,1,1,1,6,8,84500
2,10,2,3,3,5,4,5,4,2,5,5,4,7,5,3,3,5,4,6,256000
1,10,3,3,3,4,4,2,4,3,5,5,3,10,2,3,3,5,5,6,117500
2,10,3,4,4,4,3,2,3,2,5,5,3,6,2,3,3,5,5,7,160000
1,10,2,3,3,4,4,2,3,6,4,5,3,10,2,3,3,5,5,5,187000
1,10,3,4,3,6,4,3,8,2,5,5,4,10,5,3,3,5,8,5,350000
1,10,3,3,3,5,4,3,2,2,3,5,3,10,2,3,3,5,5,5,133000
1,10,3,4,3,6,4,5,8,4,5,5,5,10,5,3,3,5,8,5,417500
1,10,3,4,3,5,4,2,6,2,5,5,4,10,3,3,3,5,7,5,175900
1,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,323262
1,10,3,4,3,5,4,3,8,2,5,5,4,10,3,3,3,5,7,5,185000
1,10,3,3,3,4,4,2,4,2,5,5,3,10,2,3,3,5,6,8,129800
1,10,3,4,3,5,4,3,4,2,5,5,4,10,3,3,3,5,7,5,220000
1,10,3,3,3,4,4,2,2,2,5,5,4,10,2,3,3,5,4,7,133000
1,10,3,3,3,4,4,2,2,2,3,3,3,10,2,3,3,5,4,7,133500
2,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,5,170000
2,10,3,3,3,5,4,2,2,2,4,5,3,10,3,3,3,5,6,5,168000
1,10,3,3,3,3,4,2,3,2,5,5,3,7,2,3,3,5,6,7,140750
1,10,3,3,3,5,4,2,2,2,5,5,3,10,5,3,3,5,6,5,204000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,222500
2,10,3,3,3,4,4,4,4,2,3,5,3,10,2,3,3,5,5,5,134500
2,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,8,5,214000
1,10,3,3,3,5,4,3,3,2,3,5,3,10,2,3,3,5,5,7,119900
1,10,3,3,3,4,4,2,6,2,3,3,2,10,1,1,1,5,4,4,118000
1,10,3,3,3,4,4,2,3,2,5,5,3,10,3,3,3,5,5,7,135000
1,10,3,3,3,4,4,2,2,2,4,5,4,10,2,3,3,1,6,7,207000
1,10,3,3,3,4,4,2,3,2,2,5,3,10,2,3,3,5,6,5,136500
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,2,3,5,4,7,107900
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,5,6,5,126000
2,10,3,3,3,4,5,5,4,2,2,5,3,10,5,3,3,2,6,5,215000
1,10,3,5,3,6,4,4,8,2,5,5,5,10,5,3,3,5,10,5,426000
1,10,3,4,3,4,4,2,6,2,4,5,4,10,2,3,3,5,5,7,147000
1,10,3,4,3,4,4,2,2,2,5,5,4,10,2,3,3,5,6,8,147500
2,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,383000
1,10,3,3,3,5,4,4,8,2,4,5,3,10,5,3,3,5,7,5,241500
1,10,3,3,3,5,4,2,2,2,5,5,3,10,2,3,3,5,6,6,147500
2,10,3,4,3,6,4,5,8,2,5,5,5,10,5,3,3,5,8,5,355000
1,10,3,3,3,4,4,2,6,2,4,5,4,10,1,1,1,5,5,6,109500
1,10,3,3,4,1,1,1,1,1,2,4,3,10,2,3,2,1,2,4,45000
1,10,3,3,4,4,4,3,2,2,5,5,3,10,2,3,3,5,7,7,244400
1,10,3,3,3,4,4,2,8,2,3,5,3,10,5,3,3,5,6,5,167000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,200000
2,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,2,5,3,80000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,1,5,7,115000
1,10,3,3,3,5,4,2,2,2,4,4,3,10,3,3,3,5,6,5,139000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,5,3,3,5,6,7,149500
1,10,3,3,3,4,4,3,2,2,3,5,3,10,2,2,1,2,4,5,108000
1,10,3,3,3,1,1,1,1,1,3,4,3,10,1,1,1,1,4,7,106250
1,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,7,5,194000
1,10,3,3,3,4,4,2,2,2,5,5,3,10,2,3,3,5,5,4,129500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,5,5,126000
1,10,3,3,3,3,4,3,3,2,3,4,3,7,3,3,3,5,5,5,120000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,213000
2,10,3,4,3,5,4,5,8,2,3,5,4,10,5,3,3,5,8,5,190000
2,10,3,3,3,5,4,2,8,2,4,5,3,10,5,3,3,5,6,6,183500
2,10,3,3,3,4,4,4,3,6,3,5,3,10,2,3,3,5,7,5,172000
1,10,2,3,3,4,4,3,6,2,5,5,3,10,2,2,2,5,4,6,100000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,6,218836
1,10,3,3,3,3,4,2,2,2,5,5,3,10,2,4,3,5,6,7,163000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,7,5,206580
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,6,5,163990
1,10,3,2,4,3,3,2,2,2,4,5,3,10,2,3,3,1,5,8,116500
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,188000
2,10,3,3,3,4,4,4,8,2,5,5,3,10,5,3,3,5,5,6,175000
2,10,3,4,3,5,4,5,8,2,4,5,3,10,3,3,3,5,8,5,182000
1,10,3,4,4,4,4,2,2,2,3,5,3,10,3,3,3,5,5,7,103000
1,10,3,5,3,6,4,5,8,2,5,5,5,10,3,3,3,5,10,5,466500
2,10,3,4,3,4,4,2,6,2,3,5,4,10,2,3,3,5,6,8,149500
1,10,3,3,3,5,4,2,8,2,3,5,3,10,2,3,3,5,7,7,142500
1,10,3,3,3,4,4,3,4,2,3,5,3,10,2,3,3,5,5,5,136500
2,10,3,3,3,5,4,2,8,2,5,5,3,10,2,3,3,5,6,5,137000
2,10,3,4,3,5,5,3,8,2,5,5,5,10,3,3,3,5,7,6,226500
1,10,3,3,3,5,4,5,8,2,4,5,4,10,2,3,3,5,7,5,171500
2,10,3,3,3,4,4,4,6,2,4,5,3,10,2,3,3,5,5,5,132500
1,10,3,3,3,1,1,1,1,1,2,4,3,10,2,3,3,5,3,4,87500
2,10,3,3,3,4,4,2,8,2,5,5,3,10,5,3,3,5,7,5,223000
1,10,3,4,4,4,4,2,2,2,3,5,4,10,3,3,3,5,6,9,174000
1,10,3,3,3,4,4,2,3,2,5,5,3,10,5,3,3,5,5,6,142000
1,10,3,4,3,5,5,2,2,2,5,5,4,10,3,3,3,5,8,5,232600
1,10,3,3,3,4,4,2,6,2,2,5,4,10,3,3,3,5,6,6,181000
1,10,3,3,3,5,4,2,6,2,4,5,3,4,5,3,3,5,6,4,151400
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,8,5,250000
1,10,3,3,3,5,4,2,8,2,3,5,3,10,2,3,3,5,7,5,196500
1,10,3,3,4,4,4,2,2,2,3,4,3,10,2,3,3,1,7,8,185000
1,10,3,3,3,4,4,4,4,2,3,5,3,10,2,3,3,5,6,5,113000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,8,6,392000
2,10,3,3,3,5,5,5,8,2,3,5,3,10,1,1,1,5,6,5,127500
1,10,3,4,3,5,4,2,8,2,5,5,4,10,2,3,3,5,6,5,177000
1,10,3,4,3,5,4,4,2,2,5,5,4,6,3,3,3,5,6,5,265000
2,10,3,4,4,6,4,3,8,2,5,5,4,10,3,4,3,5,8,5,312500
1,10,3,5,5,4,4,2,2,2,4,5,4,10,2,4,3,5,10,9,325000
2,10,3,4,4,5,5,5,6,3,4,5,4,4,3,3,3,5,8,8,275000
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,290000
2,10,3,3,4,4,4,5,4,8,5,5,3,10,5,3,3,5,6,6,169000
1,10,3,3,3,4,4,2,2,2,4,5,3,10,2,3,3,5,5,7,89000
2,10,3,3,3,5,4,2,2,2,4,5,3,10,5,3,3,5,6,5,180400
2,10,3,4,3,5,4,2,8,1,5,5,4,10,3,3,3,5,8,5,284000
1,10,3,3,3,4,4,2,3,2,5,4,3,10,3,3,3,5,5,5,114500
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,7,5,212900
3,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,187100
1,10,3,3,3,5,4,2,8,2,4,5,3,10,2,3,3,5,6,5,176000
2,10,3,3,3,5,4,2,4,2,5,5,3,10,3,3,3,5,6,6,215000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,185900
1,10,3,3,3,4,4,2,6,4,3,5,4,10,2,3,3,5,4,6,120500
4,10,3,4,3,5,5,4,2,2,5,5,3,10,5,3,3,5,5,5,192140
1,10,3,4,4,4,4,2,6,2,5,5,4,10,2,3,3,5,5,9,130500
1,10,3,3,3,1,1,1,1,1,3,3,3,5,2,3,3,1,4,3,98000
1,10,3,4,3,5,4,5,8,2,5,5,5,10,3,4,3,5,9,5,475000
1,10,3,3,2,3,2,2,2,2,4,1,3,3,2,1,1,1,5,2,67000
1,10,3,4,3,6,4,2,8,2,5,5,5,10,5,3,3,5,8,5,325624
2,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,245000
1,10,3,3,3,4,4,2,8,2,5,5,4,10,2,3,3,5,5,5,159000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,3,3,3,5,5,7,156000
1,10,3,5,3,6,4,5,8,6,5,5,5,10,5,3,3,5,10,5,555000
2,10,3,3,3,5,4,2,4,2,3,5,3,10,2,3,3,5,6,6,162500
1,10,3,4,4,5,4,4,2,8,4,5,4,10,2,3,3,5,6,8,224500
2,10,3,3,3,4,4,2,2,2,4,5,3,10,3,3,3,5,6,5,133000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,180000
1,10,3,3,3,4,4,2,8,2,4,5,4,10,2,3,3,5,5,6,134500
3,10,3,5,3,6,4,5,2,2,5,5,4,10,5,3,3,5,10,5,438780
2,10,3,3,3,5,4,5,8,2,4,5,3,10,3,3,3,5,6,5,165000
1,10,3,3,3,4,4,2,4,2,3,5,3,10,3,3,3,5,5,5,100000
2,10,3,3,3,4,4,2,4,2,4,5,3,10,2,3,3,5,7,6,176000
1,10,3,3,3,4,4,3,6,3,3,5,3,10,2,3,3,5,5,4,170000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,174000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,6,6,127000
2,10,3,3,3,5,4,2,2,2,5,5,3,10,5,3,3,5,7,5,185900
1,10,3,3,3,3,4,2,2,2,4,4,3,10,2,3,3,5,5,8,91300
1,10,3,4,3,5,4,4,8,2,5,5,4,10,3,3,3,5,6,5,200000
1,10,3,3,3,4,4,3,3,2,5,5,3,10,2,3,3,5,6,6,143000
1,10,3,4,4,4,4,2,6,4,5,5,4,10,2,3,3,5,5,5,172500
1,10,3,3,4,4,4,2,4,2,3,5,3,10,2,3,3,2,4,6,110000
2,10,3,3,3,4,4,2,4,2,3,5,3,10,3,3,3,5,4,5,140000
2,10,3,4,3,5,4,2,8,2,4,5,4,10,3,3,3,5,6,5,176432
1,10,3,3,3,5,4,2,8,2,4,5,4,10,3,3,3,5,6,5,179200
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,203000
1,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,7,6,248328
2,10,3,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,316500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,7,5,125600
1,10,3,3,3,4,4,2,3,2,4,5,2,10,2,3,3,1,5,6,110000
1,10,3,3,3,4,4,2,6,2,4,4,2,10,2,3,3,5,4,4,108500
1,10,2,2,3,4,4,4,2,2,3,4,2,10,2,3,3,1,5,5,55993
1,10,3,3,4,4,4,2,4,2,5,5,4,10,2,3,3,5,5,7,129000
2,10,3,3,3,5,5,2,8,2,4,5,4,10,2,3,3,5,6,6,176000
1,10,3,3,3,4,4,2,3,2,2,5,3,10,2,3,3,5,6,7,154000
1,10,3,4,4,5,5,4,8,3,5,5,4,10,2,3,3,5,6,5,180000
1,10,3,3,3,5,4,2,6,2,3,5,3,10,5,3,3,5,5,5,134000
1,10,3,3,3,4,5,4,6,2,3,5,4,10,2,3,3,5,6,7,243000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,8,5,270000
1,10,3,3,4,4,4,2,6,2,3,5,3,10,2,3,3,5,6,5,134000
1,10,2,4,3,5,4,5,8,2,5,5,4,10,3,3,3,5,7,5,260000
1,10,3,4,3,5,4,2,2,2,4,5,4,10,3,3,3,5,7,5,168675
2,10,3,3,3,5,4,2,2,2,4,5,3,10,5,3,3,5,6,5,160000
1,10,3,3,3,3,4,2,2,2,4,5,4,10,1,1,1,1,5,9,95000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,5,3,3,5,6,5,173000
1,10,3,4,3,5,5,2,2,2,5,5,4,10,3,3,3,5,7,5,187750
2,10,3,3,4,5,4,2,2,2,4,5,3,10,5,3,3,5,7,6,215000
2,10,3,3,3,4,4,3,4,2,4,5,3,10,3,3,3,5,5,5,120000
1,10,3,4,3,5,5,4,8,2,5,5,4,10,3,3,3,5,7,5,249000
1,10,3,3,3,4,4,2,4,2,4,5,3,10,3,3,3,5,7,6,164500
2,10,3,4,3,1,1,1,1,1,4,5,4,10,3,3,3,5,7,5,230000
2,10,3,3,3,4,4,2,3,2,4,4,4,10,2,3,3,5,7,6,140000
1,10,3,3,4,4,5,2,6,4,3,5,3,10,2,3,3,5,5,7,118900
1,10,3,4,3,5,4,4,2,2,5,5,4,10,3,3,3,5,8,5,239900
1,10,3,3,3,5,4,2,6,4,4,5,3,10,3,3,3,5,6,5,146300
1,10,3,3,3,5,4,2,8,2,4,5,3,10,2,3,3,5,5,6,124000
1,10,3,3,3,5,4,4,6,2,3,5,3,10,2,3,3,5,5,5,130000
1,10,3,3,3,5,4,2,2,2,5,5,3,10,2,3,3,5,7,5,179000
1,10,3,3,3,5,4,2,2,2,5,5,3,10,3,3,3,5,7,5,180500
1,10,3,3,4,4,4,2,2,2,3,5,3,10,2,3,3,5,4,6,80000
1,10,3,4,3,5,4,2,2,2,5,5,5,10,5,3,3,5,8,5,287090
1,10,3,3,3,1,1,1,1,1,4,4,3,10,2,3,3,5,5,5,97000
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,7,5,246990
1,10,3,3,3,4,4,4,4,2,2,5,3,10,2,3,3,2,6,6,154204
2,10,3,3,3,4,4,2,4,2,5,5,3,10,3,3,3,5,7,7,186000
1,10,3,3,3,4,4,2,3,2,3,5,3,10,2,3,3,5,5,5,111750
1,10,2,5,3,6,4,5,8,2,5,5,5,10,5,3,3,5,9,5,500000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,177439
2,10,3,5,3,6,4,4,8,2,5,5,5,10,5,3,3,5,9,5,335000
1,10,3,3,3,4,4,2,6,2,3,5,3,10,3,3,3,5,7,6,205000
2,10,3,4,3,5,4,5,8,2,4,5,4,10,3,3,3,5,8,5,212000
2,10,2,4,3,6,4,5,8,2,5,5,4,10,5,3,3,5,8,5,246000
2,10,3,4,3,5,4,3,8,2,3,5,3,10,2,3,3,5,7,7,181900
1,10,3,3,3,4,4,2,2,6,3,5,3,10,2,3,3,5,5,7,130000
1,10,3,3,4,3,3,2,2,2,5,5,3,10,2,3,4,5,5,7,132000
1,10,3,4,4,5,5,2,8,2,5,5,4,10,3,3,3,5,7,5,220000
1,10,3,4,3,5,4,4,2,2,5,5,5,10,3,3,3,5,8,5,236500
2,10,3,4,3,5,4,2,8,2,5,5,3,10,5,3,3,5,8,5,263435
1,10,3,3,3,4,4,2,2,2,3,5,3,7,2,3,3,5,6,6,141000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,213000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,179781
1,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,8,5,234250
2,10,3,4,3,5,4,4,6,2,3,5,4,10,5,3,3,5,8,6,287000
2,10,3,4,3,6,4,2,8,2,5,5,4,10,5,3,3,5,8,5,257500
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,6,5,102000
1,10,3,3,3,4,4,2,2,2,5,3,4,10,2,3,3,1,7,7,139400
1,10,3,3,3,4,4,2,2,2,3,5,3,10,2,3,3,5,3,4,105000
2,10,2,4,4,4,5,5,6,3,5,5,4,10,2,3,3,5,8,6,268000
2,10,3,4,4,5,4,4,2,2,3,5,4,10,2,4,4,5,6,7,274970
1,10,3,4,3,5,4,4,8,2,5,5,4,10,5,3,3,5,7,5,180000
1,10,3,3,5,4,4,2,3,2,5,5,4,10,2,3,3,1,7,9,161000
1,10,3,3,3,1,1,1,1,1,5,5,4,10,2,3,3,5,4,7,84900
1,10,3,3,3,4,4,4,3,2,3,5,3,10,2,3,3,5,5,5,119000
2,10,3,4,3,6,4,4,8,2,5,5,4,10,5,3,3,5,8,5,370000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,175900
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,5,5,142953
3,10,3,4,3,5,4,5,2,6,5,5,4,10,5,3,3,5,8,5,279700
1,10,3,3,3,3,4,3,4,2,4,5,3,10,3,3,3,5,5,5,132000
1,10,3,4,3,6,4,3,8,2,5,5,5,10,5,3,3,5,9,5,313000
1,10,2,3,3,4,4,2,3,2,4,5,3,10,2,3,3,5,4,6,108000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,165400
2,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,6,5,187000
2,10,3,4,3,5,4,2,8,2,5,5,5,10,5,3,3,5,8,5,403000
2,10,3,3,3,4,4,2,2,2,3,5,4,10,5,3,3,5,6,6,195000
2,10,3,3,3,4,4,4,6,2,3,5,3,10,3,3,3,5,6,5,158500
1,10,3,4,3,5,4,3,8,2,5,5,4,10,5,3,3,5,8,5,255000
2,10,3,3,3,4,4,2,3,2,5,4,3,10,2,3,3,5,5,5,236500
1,10,3,3,3,4,4,2,4,2,3,5,3,10,2,3,3,5,5,6,129250
2,10,3,3,3,4,4,2,6,2,3,5,3,10,5,3,3,5,7,8,289000
1,10,3,3,3,1,1,1,1,1,3,5,3,10,2,3,3,5,5,4,100000
1,10,3,4,3,5,4,3,8,2,5,5,4,10,5,3,3,5,8,5,275000
2,10,3,4,3,5,4,4,2,2,5,5,4,10,2,3,3,5,8,5,207000
1,10,3,3,3,4,4,3,8,2,4,5,4,10,2,3,3,5,5,8,146000
1,10,3,3,3,4,4,2,6,2,5,5,3,10,2,3,3,5,6,7,116000
1,10,3,3,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,219500
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,173000
1,10,3,3,3,4,4,2,6,2,5,4,3,10,3,3,3,5,4,6,135000
1,10,3,4,3,5,4,2,8,2,5,5,4,10,3,3,3,5,7,5,213000
1,10,3,3,3,4,4,2,3,2,3,5,4,10,2,3,3,5,6,5,150000
1,10,3,4,3,6,4,4,2,2,5,5,4,10,5,3,3,5,7,5,194201
1,10,3,4,3,5,4,2,8,2,5,5,4,10,5,3,3,5,7,5,181000
1,10,3,3,3,4,4,2,3,2,4,5,3,10,3,3,3,5,6,6,157900
2,10,3,4,3,5,4,3,8,2,5,5,4,10,5,3,3,5,7,5,217000
1,10,3,4,3,5,4,3,2,2,5,5,4,10,3,3,3,5,8,5,252000
1,10,3,4,3,5,4,2,2,2,5,5,4,10,3,3,3,5,7,5,197000
2,10,3,4,3,5,4,2,2,2,5,5,4,10,5,3,3,5,7,5,189500
