,bedroom_abvgr,year_remod/add,overall_cond,house_style,garage_cars,lot_area,neighborhood,bldg_type,total_sf,total_bath,saleprice
963,2,2009,5,2Story,2.0,3000,Somerst,TwnhsE,1836.0,2.5,173733
964,3,2007,5,1Story,0.0,7500,SawyerW,1Fam,2200.0,1.5,146000
965,3,1950,6,1.5Fin,2.0,17360,NAmes,1Fam,2338.0,2.0,172500
966,3,1977,6,SLvl,2.0,15957,Mitchel,1Fam,2600.0,2.0,188000
967,3,1976,8,1Story,2.0,9600,Veenker,1Fam,2524.0,2.0,181500
968,3,1996,6,2Story,2.0,10667,CollgCr,1Fam,2460.0,2.5,212000
969,4,1978,5,2Story,2.0,10530,NWAmes,1Fam,2802.0,2.5,188900
970,2,1950,3,1Story,0.0,5000,BrkSide,1Fam,1332.0,1.0,64500
971,4,1992,5,2Story,2.0,17082,ClearCr,1Fam,3098.0,2.5,230000
972,3,1950,6,1.5Fin,2.0,16287,Edwards,1Fam,2252.0,1.0,122000
973,2,1956,5,1Story,1.0,11050,NAmes,1Fam,2010.0,1.0,133500
974,5,1950,7,1.5Fin,2.0,10440,OldTown,1Fam,4302.0,2.0,256000
975,4,1976,7,2Story,1.0,2665,MeadowV,TwnhsE,2025.0,2.0,129500
976,3,2003,5,1Story,3.0,10389,CollgCr,1Fam,3956.0,2.5,318000
977,3,2006,5,1Story,3.0,9658,NridgHt,1Fam,3204.0,2.0,255900
978,3,2004,5,1Story,0.0,7500,SawyerW,1Fam,2316.0,1.5,143500
979,3,2006,5,1Story,3.0,14122,NridgHt,1Fam,3644.0,2.0,259000
980,3,1953,5,1Story,2.0,21000,Crawfor,1Fam,4068.0,2.0,217000
981,3,1950,7,1.5Fin,2.0,8737,BrkSide,1Fam,2700.0,1.5,210000
982,3,1970,6,1Story,2.0,8750,NAmes,1Fam,2004.0,1.0,148500
983,3,2007,5,2Story,2.0,8499,Gilbert,1Fam,2028.0,2.5,156932
984,6,1965,5,1Story,2.0,11072,NAmes,Duplex,3456.0,2.0,145000
985,2,2007,5,1Story,2.0,6762,CollgCr,1Fam,2572.0,2.0,200000
986,2,2006,5,1Story,3.0,15431,NridgHt,1Fam,4040.0,2.5,450000
987,3,1999,5,2Story,2.0,3230,Somerst,TwnhsE,2200.0,2.5,172500
988,4,1997,7,2Story,2.0,10800,NWAmes,1Fam,4136.0,2.5,240000
989,4,2005,5,2Story,2.0,11143,Somerst,1Fam,4046.0,3.0,340000
990,3,2007,5,1Story,3.0,8925,Timber,1Fam,2932.0,2.0,201000
991,3,1975,6,1Story,2.0,10356,CollgCr,1Fam,1938.0,1.5,122000
992,3,1985,6,1Story,2.0,12299,NWAmes,1Fam,3193.0,2.0,213000
993,2,1967,5,1Story,2.0,9900,NAmes,1Fam,3371.0,1.0,175000
994,2,2007,5,1Story,2.0,6762,CollgCr,1Fam,2416.0,2.0,195400
995,3,1967,6,1Story,1.0,11625,Sawyer,1Fam,2104.0,1.5,113500
996,3,1950,5,1.5Fin,1.0,6435,BrkSide,1Fam,2549.0,1.0,140200
997,3,1968,6,1Story,1.0,8450,Sawyer,1Fam,1791.0,1.0,116000
998,3,2006,5,1Story,3.0,11577,Timber,1Fam,3676.0,2.0,359900
999,3,1977,6,2Story,1.0,8340,CollgCr,1Fam,2063.0,1.5,157500
1000,2,1993,5,1Story,1.0,10708,ClearCr,1Fam,3484.0,1.0,190000
1001,2,1950,5,1Story,2.0,6911,BrkSide,1Fam,2446.0,1.0,100000
1002,3,1964,6,1Story,1.0,8800,NAmes,1Fam,2502.0,1.0,160000
1003,3,2001,5,1Story,2.0,10739,CollgCr,1Fam,2875.0,2.0,203000
1004,4,1990,5,2Story,2.0,9572,NoRidge,1Fam,4263.0,2.5,302000
1005,2,1980,5,1Story,1.0,8012,SawyerW,TwnhsE,1846.0,2.0,143000
1006,4,1999,5,2Story,2.0,16226,CollgCr,1Fam,3480.0,2.5,267000
1007,2,1964,5,1Story,3.0,10899,NAmes,Duplex,1224.0,2.0,103000
1008,2,1998,5,1Story,2.0,4500,Mitchel,TwnhsE,2574.0,2.0,153500
1009,3,1981,5,SFoyer,2.0,16647,Sawyer,1Fam,3091.0,2.0,171000
1010,4,1950,5,1.5Fin,1.0,8707,Edwards,1Fam,2762.0,1.5,107000
1011,3,1968,6,1Story,1.0,8300,NAmes,1Fam,1904.0,1.0,128500
1012,2,1957,5,1Story,1.0,9770,NAmes,1Fam,1844.0,1.0,116000
1013,3,1977,5,1Story,2.0,17400,Mitchel,1Fam,2252.0,2.0,160000
1014,2,1992,5,1Story,2.0,5070,StoneBr,TwnhsE,2560.0,2.0,180000
1015,3,2002,5,1Story,1.0,7920,NAmes,1Fam,1828.0,1.0,133000
1016,2,1997,5,SFoyer,4.0,7020,Mitchel,Duplex,2656.0,2.0,215000
1017,3,1950,7,2Story,1.0,7500,Crawfor,1Fam,2265.0,1.0,177500
1018,3,2006,5,1Story,2.0,10612,Somerst,1Fam,3058.0,2.0,215000
1019,3,1950,6,1.5Fin,1.0,6120,BrkSide,1Fam,2534.0,2.0,150000
1020,5,1990,5,2Story,3.0,12376,SawyerW,1Fam,4895.0,3.0,320000
1021,3,1964,6,1Story,2.0,10004,NAmes,1Fam,3032.0,1.5,167000
1022,2,1950,7,1Story,1.0,8250,Edwards,1Fam,1032.0,1.0,125000
1023,5,1992,1,1Story,0.0,12205,OldTown,1Fam,2036.0,2.0,65000
1024,3,2007,5,1Story,2.0,11175,CollgCr,1Fam,2632.0,2.0,200141
1025,3,2007,5,1Story,2.0,9965,Somerst,1Fam,3056.0,4.0,235876
1026,5,1993,6,2Story,2.0,8660,IDOTRR,1Fam,2616.0,2.0,123000
1027,3,1951,5,1.5Fin,1.0,12375,Sawyer,1Fam,2228.0,1.0,137500
1028,3,1995,5,1Story,0.0,8070,CollgCr,1Fam,1980.0,1.0,123600
1029,3,1965,5,1Story,2.0,8658,NAmes,1Fam,2412.0,2.0,160000
1030,3,2000,5,2Story,2.0,8063,Gilbert,1Fam,2614.0,2.5,181000
1031,2,1995,7,1Story,2.0,8235,OldTown,1Fam,1650.0,1.0,125000
1032,4,1968,6,2Story,2.0,11700,NWAmes,1Fam,2283.0,1.5,154000
1033,3,1994,5,2Story,2.0,12961,Mitchel,1Fam,2949.0,2.5,231000
1034,3,1968,6,1Story,1.0,8450,NAmes,1Fam,2112.0,1.0,142000
1035,4,1993,9,2.5Fin,3.0,22950,OldTown,1Fam,4143.0,2.5,475000
1036,2,2006,5,1Story,2.0,5748,Crawfor,TwnhsE,3351.0,2.0,375000
1037,3,1971,5,1Story,0.0,10500,NAmes,1Fam,1728.0,1.0,115000
1038,2,2005,5,1Story,2.0,7500,Somerst,1Fam,2442.0,2.0,185000
1039,2,1995,8,1.5Fin,1.0,10042,Edwards,1Fam,1525.0,1.0,108500
1040,2,2005,5,2Story,2.0,2544,Somerst,Twnhs,1743.0,2.5,147400
1041,3,1999,5,2Story,2.0,3768,Somerst,TwnhsE,2143.0,2.5,156000
1042,2,1978,6,1.5Fin,2.0,10320,IDOTRR,1Fam,2188.0,2.0,120000
1043,3,2004,5,SLvl,2.0,9734,Gilbert,1Fam,1758.0,2.5,167000
1044,2,2006,5,1Story,2.0,3182,Blmngtn,TwnhsE,2850.0,2.0,191000
1045,3,1997,5,SLvl,2.0,8872,Gilbert,1Fam,1768.0,2.5,161500
1046,3,1975,6,1Story,1.0,12198,NAmes,1Fam,2615.0,1.0,130000
1047,2,1963,6,1Story,2.0,8480,Sawyer,1Fam,1940.0,1.0,132500
1048,3,1970,8,SLvl,3.0,10200,Sawyer,1Fam,1768.0,1.0,144000
1049,5,1979,6,2Story,2.0,9555,Edwards,Duplex,2233.0,2.5,141000
1050,3,2006,8,1Story,2.0,7200,CollgCr,1Fam,1260.0,1.0,117000
1051,2,1982,8,1.5Fin,0.0,6780,IDOTRR,2fmCon,1040.0,1.0,84500
1052,2,1994,6,1Story,2.0,53227,ClearCr,1Fam,3027.0,1.0,256000
1053,2,1965,6,1Story,1.0,9100,NAmes,1Fam,1850.0,1.0,117500
1054,2,1950,7,1.5Fin,1.0,9600,Crawfor,1Fam,2036.0,1.5,160000
1055,3,1998,5,1Story,1.0,14175,Sawyer,1Fam,2615.0,1.0,187000
1056,3,2003,5,2Story,3.0,14277,NridgHt,1Fam,3702.0,2.5,350000
1057,4,1974,5,2Story,2.0,9000,NAmes,Duplex,2688.0,3.0,133000
1058,4,2007,5,1Story,3.0,13693,NridgHt,1Fam,4882.0,2.5,417500
1059,1,2007,5,1Story,3.0,3635,Blmngtn,TwnhsE,2955.0,2.0,175900
1060,1,2009,5,1Story,3.0,10933,CollgCr,1Fam,3235.0,1.5,323262
1061,3,2003,5,1Story,2.0,8450,CollgCr,1Fam,2674.0,2.0,185000
1062,2,1950,8,1Story,1.0,8550,NAmes,1Fam,1632.0,1.0,129800
1063,3,2005,5,1Story,2.0,12182,NridgHt,1Fam,3082.0,2.0,220000
1064,3,1995,7,1.5Fin,1.0,6120,BrkSide,1Fam,2457.0,1.0,133000
1065,4,1996,7,1.5Fin,1.0,10800,NAmes,1Fam,2293.0,2.0,133500
1066,5,1976,5,1Story,2.0,12760,Mitchel,Duplex,4006.0,3.0,170000
1067,3,1994,5,2Story,2.0,7655,Gilbert,1Fam,2545.0,2.5,168000
1068,2,1994,7,2Story,2.0,10560,OldTown,1Fam,2208.0,1.5,140750
1069,5,2003,5,2Story,2.0,7500,Gilbert,1Fam,3237.0,3.5,204000
1070,3,2001,5,2Story,2.0,9505,Gilbert,1Fam,2919.0,2.5,222500
1071,3,1962,5,SFoyer,1.0,10205,NAmes,1Fam,1924.0,1.0,134500
1072,2,2004,5,1Story,2.0,4379,Somerst,TwnhsE,2756.0,2.0,214000
1073,3,1950,7,1.5Fin,2.0,7800,OldTown,2fmCon,1911.0,1.0,119900
1074,4,1955,4,1Story,0.0,12108,Edwards,Duplex,2880.0,2.0,118000
1075,2,2002,7,1Story,1.0,7000,NAmes,1Fam,2144.0,1.0,135000
1076,4,2000,7,1.5Fin,2.0,13053,BrkSide,1Fam,2681.0,1.5,207000
1077,4,1950,5,1.5Fin,2.0,8400,SWISU,1Fam,2875.0,2.0,136500
1078,2,2000,7,1Story,1.0,6000,OldTown,1Fam,1802.0,1.0,107900
1079,3,1950,5,1.5Fin,2.0,6240,BrkSide,1Fam,2270.0,1.5,126000
1080,3,1960,5,1Story,2.0,31770,NAmes,1Fam,2736.0,1.0,215000
1081,3,2008,5,2Story,3.0,12474,NridgHt,1Fam,4014.0,2.5,426000
1082,3,2007,7,1Story,1.0,9600,NAmes,1Fam,2226.0,1.0,147000
1083,3,2000,8,1Story,2.0,8574,Crawfor,1Fam,2048.0,1.0,147500
1084,2,2007,5,1Story,3.0,14418,NridgHt,1Fam,3900.0,2.0,383000
1085,3,1988,5,1Story,2.0,10400,NWAmes,1Fam,3717.0,2.0,241500
1086,3,1995,6,1.5Fin,2.0,15564,Crawfor,1Fam,1940.0,1.0,147500
1087,5,2005,5,2Story,3.0,13543,StoneBr,1Fam,3668.0,3.5,355000
1088,2,1950,6,1.5Unf,0.0,6130,BrkSide,1Fam,1568.0,1.0,109500
1089,1,1950,4,1Story,1.0,5925,OldTown,1Fam,612.0,1.0,45000
1090,4,1950,7,2Story,1.0,24090,ClearCr,1Fam,3435.0,2.0,244400
1091,3,1953,5,1Story,2.0,9600,NAmes,1Fam,3060.0,1.0,167000
1092,3,2002,5,2Story,2.0,8158,CollgCr,1Fam,2589.0,2.5,200000
1093,2,1950,3,1Story,1.0,5220,SWISU,1Fam,1709.0,1.0,80000
1094,2,1990,7,1Story,2.0,8172,Edwards,1Fam,1728.0,1.0,115000
1095,2,1956,5,1Story,1.0,9000,NAmes,1Fam,2392.0,1.0,139000
1096,3,1978,7,2Story,2.0,7844,Sawyer,1Fam,2072.0,1.5,149500
1097,4,1950,5,2Story,1.0,9084,Edwards,1Fam,2265.0,1.0,108000
1098,3,2000,7,2Story,0.0,10800,OldTown,2fmCon,1294.0,2.0,106250
1099,2,2006,5,1Story,3.0,8556,CollgCr,1Fam,2480.0,2.0,194000
1100,3,1962,4,1Story,2.0,9100,Sawyer,1Fam,1976.0,1.0,129500
1101,4,1968,5,1Story,3.0,8668,NAmes,Duplex,3120.0,2.0,126000
1102,3,1950,5,1Story,1.0,11767,Edwards,1Fam,2446.0,1.0,120000
1103,3,2005,5,1Story,2.0,8400,CollgCr,1Fam,2957.0,2.0,213000
1104,1,1980,5,1Story,2.0,3874,Greens,TwnhsE,2452.0,1.0,190000
1105,3,1994,6,1Story,2.0,8076,Gilbert,1Fam,2329.0,2.0,183500
1106,4,1999,5,SLvl,1.0,10090,NAmes,1Fam,2376.0,2.0,172000
1107,2,1958,6,1Story,1.0,8877,Edwards,1Fam,1632.0,1.0,100000
1108,3,2007,6,1Story,3.0,11058,CollgCr,1Fam,3128.0,2.0,218836
1109,3,2000,7,1.5Fin,2.0,10800,OldTown,2fmCon,2394.0,2.0,163000
1110,3,2006,5,1Story,2.0,10936,Gilbert,1Fam,3035.0,2.5,206580
1111,3,2006,5,2Story,2.0,8461,CollgCr,1Fam,2184.0,2.5,163990
1112,3,2004,8,2Story,1.0,7518,IDOTRR,1Fam,1726.0,1.0,116500
1113,3,2003,5,2Story,2.0,8010,Gilbert,1Fam,2560.0,2.5,188000
1114,3,1966,6,SFoyer,2.0,10050,NAmes,1Fam,2073.0,2.0,175000
1115,2,1988,5,1Story,2.0,4740,StoneBr,TwnhsE,2345.0,2.0,182000
1116,2,1980,7,1Story,2.0,6978,OldTown,1Fam,1810.0,1.0,103000
1117,2,2002,5,1Story,3.0,11400,NoRidge,1Fam,5266.0,2.5,466500
1118,3,1998,8,1Story,1.0,9240,NAmes,1Fam,1976.0,2.0,149500
1119,2,1978,7,1Story,1.0,2304,NPkVill,Twnhs,2116.0,2.0,142500
1120,3,1950,5,1Story,1.0,7223,Crawfor,1Fam,2712.0,1.0,136500
1121,3,1994,5,2Story,2.0,3612,Landmrk,Twnhs,1950.0,2.5,137000
1122,2,1988,6,1Story,2.0,12680,NWAmes,1Fam,3363.0,2.0,226500
1123,2,1990,5,1Story,2.0,10176,Gilbert,1Fam,2641.0,1.5,171500
1124,3,1976,5,SLvl,2.0,10780,CollgCr,1Fam,1865.0,1.0,132500
1125,2,1950,4,1Story,2.0,8544,NAmes,Duplex,1040.0,2.0,87500
1126,3,2001,5,2Story,2.0,10646,Somerst,1Fam,2647.0,2.5,223000
1127,3,2005,9,1Story,2.0,8400,NAmes,1Fam,2856.0,1.5,174000
1128,2,1991,6,1Story,1.0,15428,NAmes,1Fam,1768.0,1.0,142000
1129,3,2006,5,1Story,2.0,11216,Somerst,1Fam,2978.0,2.0,232600
1130,3,1999,6,1Story,2.0,10140,NWAmes,1Fam,2349.0,1.5,181000
1131,5,1973,4,2Story,2.0,3964,MeadowV,TwnhsE,3463.0,2.5,151400
1132,3,2006,5,1Story,3.0,11428,NridgHt,1Fam,3260.0,2.0,250000
1133,3,1988,5,2Story,2.0,10421,NWAmes,1Fam,2694.0,2.5,196500
1134,3,1987,8,2.5Unf,2.0,13500,OldTown,1Fam,3273.0,2.0,185000
1135,3,1969,5,1Story,1.0,9000,NWAmes,1Fam,2432.0,1.0,113000
1136,2,2007,6,1Story,2.0,8089,StoneBr,1Fam,2838.0,2.0,392000
1137,4,1975,5,SFoyer,0.0,9400,Edwards,Duplex,1925.0,2.0,127500
1138,3,2000,5,2Story,2.0,2117,Somerst,Twnhs,2329.0,2.5,177000
1139,4,2004,5,2Story,3.0,10625,Somerst,1Fam,3601.0,2.5,265000
1140,3,1998,5,2Story,2.0,8413,Somerst,1Fam,3582.0,2.5,312500
1141,3,2000,9,2.5Unf,2.0,13500,OldTown,1Fam,4012.0,3.5,325000
1142,2,1980,8,1Story,3.0,15676,Veenker,1Fam,4028.0,2.0,275000
1143,4,1995,5,2Story,3.0,9950,NoRidge,1Fam,3723.0,2.5,290000
1144,3,2002,6,1Story,2.0,15410,Sawyer,1Fam,2702.0,2.0,169000
1145,2,1950,7,1Story,1.0,6000,BrkSide,1Fam,1232.0,1.0,89000
1146,3,1998,5,2Story,2.0,8402,Gilbert,1Fam,2254.0,2.5,180400
1147,3,2004,5,1Story,3.0,10655,NridgHt,1Fam,4835.0,2.0,284000
1148,2,1958,5,1Story,1.0,10150,NAmes,1Fam,1824.0,1.0,114500
1149,3,2006,5,1Story,3.0,10084,CollgCr,1Fam,3104.0,2.0,212900
1150,3,2002,5,1Story,2.0,16285,CollgCr,1Fam,2843.0,2.0,187100
1151,2,1999,5,2Story,2.0,3230,Somerst,TwnhsE,2187.0,2.5,176000
1152,3,1968,6,1Story,2.0,21579,Crawfor,1Fam,2976.0,2.0,215000
1153,3,2004,5,2Story,2.0,8320,CollgCr,1Fam,2352.0,2.5,185900
1154,3,1970,6,1Story,2.0,6960,NAmes,1Fam,1728.0,1.0,120500
1155,4,2005,5,2Story,2.0,21930,Gilbert,1Fam,2570.0,2.5,192140
1156,3,2008,9,1Story,1.0,6600,Mitchel,1Fam,1632.0,1.0,130500
1157,4,1950,3,1.5Fin,1.0,8405,Edwards,1Fam,1529.0,2.0,98000
1158,3,2008,5,1Story,3.0,11778,CollgCr,1Fam,4547.0,2.0,475000
1159,2,1950,2,1Story,1.0,8967,IDOTRR,1Fam,2038.0,1.0,67000
1160,3,2007,5,2Story,3.0,10562,NridgHt,1Fam,3743.0,1.5,325624
1161,1,2002,5,1Story,2.0,12864,Mitchel,1Fam,2818.0,1.5,245000
1162,3,2004,5,1Story,2.0,13695,SawyerW,1Fam,2228.0,1.5,159000
1163,3,1965,7,1Story,2.0,10289,NAmes,1Fam,2146.0,1.5,156000
1164,2,2008,5,1Story,3.0,15431,NridgHt,1Fam,5496.0,2.0,555000
1165,3,1984,6,1Story,2.0,11120,Veenker,1Fam,2464.0,2.0,162500
1166,2,1993,8,SFoyer,4.0,9069,SawyerW,Duplex,2784.0,2.0,224500
1167,3,1950,5,1Story,2.0,47280,Gilbert,1Fam,2976.0,2.5,133000
1168,3,2003,5,2Story,2.0,7875,Gilbert,1Fam,2292.0,2.5,180000
1169,3,2005,6,1Story,1.0,6600,Mitchel,1Fam,1690.0,1.0,134500
1170,3,2006,5,2Story,3.0,13682,StoneBr,1Fam,4355.0,3.5,438780
1171,3,1962,5,SLvl,1.0,9150,NAmes,1Fam,2530.0,1.0,165000
1172,3,1967,5,1Story,1.0,7150,NAmes,1Fam,1784.0,1.0,100000
1173,3,1960,6,1Story,2.0,12285,NAmes,1Fam,2658.0,1.5,176000
1174,3,1974,4,1Story,2.0,17920,Sawyer,1Fam,3542.0,1.5,170000
1175,2,2007,5,1Story,3.0,3684,Blmngtn,TwnhsE,2928.0,2.0,174000
1176,3,1950,6,1.5Fin,1.0,7006,IDOTRR,1Fam,2004.0,2.0,127000
1177,3,1999,5,2Story,2.0,8390,Gilbert,1Fam,2482.0,2.5,185900
1178,2,1996,8,1Story,1.0,5784,OldTown,1Fam,1076.0,1.0,91300
1179,3,2003,5,1Story,2.0,9135,CollgCr,1Fam,3382.0,2.0,200000
1180,3,1950,6,1.5Fin,1.0,10496,NAmes,1Fam,2886.0,2.0,143000
1181,4,1958,5,1.5Fin,2.0,13650,Sawyer,1Fam,2972.0,2.0,172500
1182,2,1963,6,1Story,2.0,8308,Edwards,1Fam,2176.0,1.0,110000
1183,3,1957,5,1Story,3.0,9450,NAmes,1Fam,2402.0,1.0,140000
1184,3,2006,5,1Story,2.0,9317,CollgCr,1Fam,2628.0,2.0,176432
1185,3,1991,5,1Story,2.0,7153,SawyerW,1Fam,2572.0,2.0,179200
1186,3,2007,5,1Story,2.0,8814,CollgCr,1Fam,2548.0,2.0,203000
1187,3,2007,6,1Story,3.0,9849,Somerst,1Fam,3378.0,2.0,248328
1188,3,2008,5,1Story,3.0,14463,Timber,1Fam,3282.0,2.0,316500
1189,2,1950,5,1.5Fin,1.0,5190,Edwards,1Fam,1649.0,1.0,125600
1190,2,1959,6,1Story,1.0,9750,OldTown,1Fam,1968.0,1.0,110000
1191,2,1950,4,1Story,1.0,6000,OldTown,1Fam,1920.0,1.0,108500
1192,2,1952,5,1Story,2.0,8712,IDOTRR,1Fam,1584.0,1.0,55993
1193,3,2009,7,1.5Fin,1.0,11851,OldTown,1Fam,2660.0,1.0,129000
1194,2,1987,6,1Story,2.0,13811,Timber,1Fam,2249.0,2.0,176000
1195,3,1963,7,1Story,1.0,10143,NAmes,1Fam,2760.0,1.5,154000
1196,3,1986,5,1Story,2.0,18265,Timber,1Fam,2512.0,2.0,180000
1197,3,1976,5,1Story,2.0,4224,MeadowV,TwnhsE,2284.0,1.5,134000
1198,4,2001,7,1Story,2.0,12615,Edwards,1Fam,3360.0,2.0,243000
1199,3,2003,5,1Story,3.0,14536,Timber,1Fam,3245.0,2.0,270000
1200,3,1983,5,1Story,2.0,9187,Mitchel,1Fam,2164.0,1.5,134000
1201,4,1993,5,2Story,3.0,9900,NoRidge,1Fam,3993.0,2.5,260000
1202,3,2006,5,2Story,2.0,8333,CollgCr,1Fam,2229.0,2.5,168675
1203,3,1994,5,SLvl,2.0,10147,Gilbert,1Fam,2086.0,2.5,160000
1204,3,1996,9,1.5Fin,0.0,5914,OldTown,1Fam,1764.0,1.0,95000
1205,3,2006,5,2Story,2.0,11646,CollgCr,1Fam,2126.0,2.5,173000
1206,2,2006,5,1Story,2.0,7200,Somerst,1Fam,2594.0,2.0,187750
1207,3,1991,6,2Story,2.0,20544,NWAmes,1Fam,2884.0,2.5,215000
1208,3,1967,5,1Story,1.0,9981,Sawyer,1Fam,2146.0,1.0,120000
1209,3,2006,5,1Story,2.0,8251,Somerst,1Fam,3000.0,2.0,249000
1210,3,1967,6,1Story,2.0,10140,NWAmes,1Fam,2668.0,2.0,164500
1211,2,1986,5,1Story,1.0,8239,GrnHill,TwnhsE,1295.0,2.0,230000
1212,3,1990,6,2Story,2.0,5700,OldTown,1Fam,2016.0,1.5,140000
1213,2,1952,7,1Story,1.0,7200,NAmes,1Fam,1464.0,1.0,118900
1214,3,2008,5,1Story,3.0,9178,CollgCr,1Fam,2936.0,2.0,239900
1215,2,1975,5,1Story,2.0,4043,NPkVill,TwnhsE,2138.0,2.0,146300
1216,3,1975,6,1Story,2.0,4224,MeadowV,TwnhsE,2080.0,1.0,124000
1217,3,1963,5,SFoyer,1.0,11235,Sawyer,2fmCon,1924.0,1.0,130000
1218,3,2001,5,1Story,2.0,8450,SawyerW,1Fam,2698.0,2.0,179000
1219,3,1990,5,1Story,2.0,11851,Gilbert,1Fam,2866.0,2.0,180500
1220,2,1950,6,1Story,1.0,4608,OldTown,1Fam,1494.0,1.0,80000
1221,3,2009,5,1Story,3.0,9262,Somerst,1Fam,3151.0,2.0,287090
1222,2,1956,5,1Story,1.0,12702,OldTown,1Fam,882.0,1.0,97000
1223,2,2002,5,1Story,2.0,2938,Blmngtn,TwnhsE,2879.0,2.0,246990
1224,3,1964,6,1Story,2.0,18160,Gilbert,1Fam,2430.0,1.0,154204
1225,3,2001,7,1Story,2.0,11355,NAmes,1Fam,2624.0,1.5,186000
1226,3,1972,5,2Story,1.0,1680,BrDale,Twnhs,1932.0,2.5,111750
1227,3,2004,5,1Story,3.0,14300,NridgHt,1Fam,5542.0,2.5,500000
1228,3,2007,5,2Story,2.0,10616,CollgCr,1Fam,1984.0,2.5,177439
1229,3,2008,5,2Story,3.0,11308,NridgHt,1Fam,3288.0,2.5,335000
1230,4,1976,6,2Story,2.0,10480,NWAmes,1Fam,2767.0,2.5,205000
1231,1,1990,5,1Story,2.0,5118,StoneBr,TwnhsE,2633.0,1.0,212000
1232,2,2005,5,1Story,2.0,3811,Crawfor,TwnhsE,3240.0,2.0,246000
1233,3,1983,7,1Story,2.0,10825,NWAmes,1Fam,2520.0,2.0,181900
1234,3,2001,7,1.5Fin,2.0,5500,OldTown,1Fam,1852.0,1.0,130000
1235,2,2002,7,2Story,2.0,9600,OldTown,1Fam,1696.0,2.0,132000
1236,3,2001,5,2Story,2.0,9317,SawyerW,1Fam,2737.0,2.5,220000
1237,3,2001,5,1Story,2.0,11838,CollgCr,1Fam,3541.0,2.0,236500
1238,3,2009,5,2Story,2.0,8004,Somerst,1Fam,2767.0,2.5,263435
1239,4,1958,6,1.5Fin,2.0,6876,IDOTRR,1Fam,2544.0,2.0,141000
1240,4,2003,5,2Story,2.0,8396,Gilbert,1Fam,2833.0,2.5,213000
1241,2,2010,5,1Story,2.0,9803,Timber,1Fam,2428.0,2.0,179781
1242,2,2007,5,1Story,2.0,6240,NridgHt,TwnhsE,2684.0,2.0,234250
1243,2,1976,6,1Story,2.0,15498,Timber,1Fam,4463.0,2.0,287000
1244,4,2002,5,2Story,3.0,12891,Gilbert,1Fam,2874.0,2.5,257500
1245,2,1950,5,1Story,1.0,6180,BrkSide,1Fam,1946.0,1.0,102000
1246,3,1950,7,1.5Unf,1.0,7449,IDOTRR,1Fam,1745.0,1.0,139400
1247,3,1950,4,1.5Fin,3.0,10410,OldTown,1Fam,1886.0,1.0,105000
1248,4,1970,6,1Story,2.0,15865,NAmes,1Fam,4434.0,2.0,268000
1249,4,1966,7,SLvl,2.0,19690,Edwards,1Fam,2898.0,2.0,274970
1250,2,2006,5,1Story,2.0,3182,Blmngtn,TwnhsE,2440.0,2.0,180000
1251,3,2005,9,2Story,2.0,9600,OldTown,1Fam,2067.0,2.0,161000
1252,2,2006,7,1Story,1.0,11100,Edwards,1Fam,930.0,1.0,84900
1253,2,1958,5,1Story,1.0,13587,NAmes,2fmCon,1976.0,1.0,119000
1254,3,2006,5,1Story,3.0,11447,Timber,1Fam,3928.0,2.5,370000
1255,2,2006,5,1Story,2.0,7242,CollgCr,1Fam,2540.0,2.0,175900
1256,6,1979,5,2Story,2.0,7018,SawyerW,Duplex,2240.0,2.0,142953
1257,1,1995,5,1Story,2.0,9466,Veenker,TwnhsE,2988.0,1.5,279700
1258,3,1957,5,1Story,1.0,8400,NAmes,1Fam,2543.0,1.5,132000
1259,3,2000,5,2Story,3.0,11050,CollgCr,1Fam,3593.0,2.5,313000
1260,3,1950,6,1.5Fin,1.0,11040,IDOTRR,1Fam,1973.0,1.5,108000
1261,3,2004,5,2Story,2.0,6931,Edwards,1Fam,2402.0,2.5,165400
1262,3,1995,5,2Story,2.0,12438,CollgCr,1Fam,2280.0,2.5,187000
1263,4,1996,5,2Story,3.0,15138,NoRidge,1Fam,4256.0,2.5,403000
1264,4,1976,6,2Story,2.0,12046,NWAmes,1Fam,2878.0,2.5,195000
1265,3,1961,5,SLvl,2.0,9600,NAmes,1Fam,2472.0,1.0,158500
1266,3,2002,5,2Story,2.0,11367,CollgCr,1Fam,3054.0,2.5,255000
1267,3,1956,5,1Story,2.0,26073,Crawfor,1Fam,3796.0,2.5,236500
1268,3,1966,6,1Story,1.0,7150,NAmes,1Fam,1976.0,1.0,129250
1269,1,1997,8,1Story,2.0,15602,Crawfor,1Fam,3302.0,2.0,289000
1270,4,1976,4,2Story,2.0,10260,Mitchel,Duplex,1872.0,3.0,100000
1271,4,2001,5,2Story,2.0,12728,CollgCr,1Fam,3970.0,2.5,275000
1272,3,2000,5,2Story,2.0,11690,CollgCr,1Fam,2614.0,2.5,207000
1273,1,1998,8,1Story,2.0,9230,NAmes,1Fam,2064.0,1.5,146000
1274,3,1972,7,2Story,1.0,1890,BrDale,Twnhs,1524.0,1.5,116000
1275,3,1998,5,2Story,2.0,9375,CollgCr,1Fam,3091.0,2.5,219500
1276,2,2003,5,1Story,2.0,3480,NridgHt,TwnhsE,2810.0,2.0,173000
1277,3,1956,6,1Story,1.0,17140,Edwards,1Fam,2363.0,1.0,135000
