,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,misc_val,mo_sold,yr_sold,saleprice,total_sf
1032,8,0,1968.0,2.0,0,0,0,0,0,0,5,2009,154000,2283.0
1033,7,1,1993.0,2.0,162,312,0,0,0,0,3,2010,231000,2949.0
1034,6,1,1968.0,1.0,0,85,184,0,0,0,7,2010,142000,2112.0
1035,12,2,1993.0,3.0,0,260,0,0,410,0,6,2006,475000,4715.0
1036,5,1,2005.0,2.0,123,53,0,0,153,0,2,2006,375000,3351.0
1037,5,1,1978.7077955601446,0.0,0,0,0,0,0,0,4,2010,115000,1728.0
1038,6,0,2004.0,2.0,0,113,0,0,0,0,10,2009,185000,2442.0
1039,4,1,1920.0,1.0,0,0,84,0,0,0,8,2007,108500,1525.0
1040,4,0,2005.0,2.0,0,166,0,0,0,0,7,2006,147400,1823.0
1041,6,0,1999.0,2.0,0,34,0,0,0,0,9,2009,156000,2143.0
1042,6,0,1950.0,2.0,0,0,117,0,0,0,4,2008,120000,2188.0
1043,7,0,2004.0,2.0,0,0,0,0,0,0,5,2009,167000,1758.0
1044,7,1,2005.0,2.0,156,20,0,0,0,0,5,2008,191000,2850.0
1045,7,1,1997.0,2.0,0,0,0,0,0,0,3,2007,161500,1768.0
1046,7,1,1955.0,1.0,278,82,0,0,0,0,6,2007,130000,2615.0
1047,5,0,1996.0,2.0,0,24,0,0,192,0,7,2007,132500,1940.0
1048,5,0,1979.0,3.0,143,0,0,0,0,0,6,2008,144000,1768.0
1049,11,0,1979.0,2.0,0,0,0,0,0,0,2,2007,141000,2233.0
1050,5,0,1975.0,2.0,352,0,0,0,0,0,10,2007,117000,1260.0
1051,5,0,1978.7077955601446,0.0,53,0,0,0,0,0,6,2006,84500,1274.0
1052,6,2,1954.0,2.0,224,137,0,0,0,0,3,2008,256000,3027.0
1053,5,0,1965.0,1.0,0,0,0,0,0,0,7,2009,117500,1850.0
1054,7,2,1940.0,1.0,0,70,0,0,0,0,6,2009,160000,2036.0
1055,6,1,1956.0,1.0,0,0,0,0,0,0,12,2007,187000,2615.0
1056,7,1,2003.0,3.0,192,228,0,0,0,0,1,2007,350000,3702.0
1057,8,0,1982.0,2.0,0,45,0,0,0,0,6,2008,133000,2688.0
1058,9,1,2007.0,3.0,358,78,0,0,0,0,8,2008,417500,4882.0
1059,7,1,2007.0,3.0,143,20,0,0,0,0,5,2009,175900,2955.0
1060,8,1,2009.0,3.0,185,24,0,0,0,0,7,2009,323262,3235.0
1061,6,0,2003.0,2.0,0,39,0,0,0,0,10,2007,185000,2674.0
1062,4,1,1949.0,1.0,228,0,40,0,0,0,7,2006,129800,1632.0
1063,7,1,2005.0,2.0,0,70,0,0,0,0,5,2010,220000,3082.0
1064,6,0,1935.0,1.0,0,0,54,0,120,0,7,2009,133000,2457.0
1065,6,0,1949.0,1.0,0,204,0,0,0,0,8,2009,133500,2293.0
1066,9,0,1976.0,2.0,0,0,0,0,0,0,3,2010,170000,4006.0
1067,7,1,1993.0,2.0,290,84,0,0,0,0,7,2007,168000,2545.0
1068,6,0,1970.0,2.0,0,0,0,0,0,0,6,2010,140750,2208.0
1069,7,1,1999.0,2.0,188,30,0,0,0,0,8,2007,204000,3237.0
1070,8,1,2001.0,2.0,144,48,0,0,0,0,5,2010,222500,2919.0
1071,6,0,1962.0,1.0,150,72,0,0,0,0,5,2006,134500,1924.0
1072,6,1,2004.0,2.0,160,56,0,0,0,0,7,2007,214000,2756.0
1073,5,1,1939.0,2.0,0,0,0,0,271,0,5,2006,119900,1911.0
1074,8,0,1978.7077955601446,0.0,0,0,0,0,0,0,9,2008,118000,2880.0
1075,6,0,1960.0,1.0,0,16,0,0,0,0,4,2007,135000,2144.0
1076,8,1,1922.0,2.0,0,0,0,0,220,0,6,2008,207000,2681.0
1077,7,1,1925.0,2.0,342,0,128,0,0,0,6,2008,136500,2875.0
1078,4,0,1954.0,1.0,0,0,0,0,0,0,8,2008,107900,1802.0
1079,6,1,1968.0,2.0,225,0,84,0,0,0,3,2007,126000,2270.0
1080,7,2,1960.0,2.0,210,62,0,0,0,0,5,2010,215000,2736.0
1081,9,1,2008.0,3.0,196,134,0,0,0,0,8,2008,426000,4014.0
1082,5,1,1950.0,1.0,0,80,120,0,0,0,7,2009,147000,2226.0
1083,6,1,1916.0,2.0,0,0,180,0,0,0,10,2009,147500,2048.0
1084,7,1,2007.0,3.0,156,207,0,0,0,0,5,2008,383000,3900.0
1085,6,1,1988.0,2.0,197,39,0,0,0,0,6,2006,241500,3717.0
1086,6,0,1994.0,2.0,424,0,0,0,0,400,1,2008,147500,1940.0
1087,9,1,2005.0,3.0,192,32,0,0,0,0,7,2008,355000,3668.0
1088,5,0,1978.7077955601446,0.0,0,0,116,0,0,0,5,2008,109500,1568.0
1089,4,0,1965.0,1.0,0,0,25,0,0,0,10,2009,45000,612.0
1090,10,2,1940.0,1.0,56,0,318,0,0,0,6,2010,244400,3435.0
1091,7,2,1953.0,2.0,110,0,0,0,0,0,10,2009,167000,3060.0
1092,7,0,2002.0,2.0,386,63,0,0,0,0,8,2007,200000,2589.0
1093,4,0,1936.0,1.0,0,108,0,0,0,0,1,2006,80000,1709.0
1094,5,0,1957.0,2.0,0,0,0,0,0,0,4,2006,115000,1728.0
1095,6,1,1956.0,1.0,0,44,0,0,0,0,5,2008,139000,2392.0
1096,6,1,1978.0,2.0,0,0,0,0,0,0,3,2006,149500,2072.0
1097,7,1,1940.0,1.0,120,0,0,0,0,0,10,2009,108000,2265.0
1098,7,0,1978.7077955601446,0.0,220,114,210,0,0,0,8,2008,106250,1294.0
1099,5,0,2006.0,3.0,140,93,0,0,0,0,5,2007,194000,2480.0
1100,6,0,1977.0,2.0,0,0,0,0,0,0,7,2006,129500,1976.0
1101,8,0,1968.0,3.0,0,0,0,0,0,0,5,2007,126000,3120.0
1102,6,0,1950.0,1.0,0,41,211,0,0,900,6,2009,120000,2446.0
1103,7,0,2004.0,2.0,0,35,0,144,0,0,5,2010,213000,2957.0
1104,4,1,1980.0,2.0,133,78,0,0,0,0,7,2006,190000,2452.0
1105,6,1,1993.0,2.0,0,26,0,0,144,0,7,2006,183500,2329.0
1106,6,2,1963.0,1.0,460,46,0,0,165,0,10,2007,172000,2376.0
1107,3,1,1958.0,1.0,0,0,0,0,0,0,5,2009,100000,1632.0
1108,6,0,2007.0,3.0,0,24,0,0,0,0,2,2008,218836,3128.0
1109,7,1,2003.0,2.0,0,25,212,0,0,0,4,2008,163000,2394.0
1110,6,1,2006.0,2.0,100,18,0,0,0,0,4,2007,206580,3035.0
1111,8,1,2005.0,2.0,0,24,0,0,0,0,7,2006,163990,2184.0
1112,7,0,2001.0,1.0,0,72,45,0,0,0,7,2006,116500,1726.0
1113,7,1,2002.0,2.0,138,48,0,0,0,0,7,2008,188000,2560.0
1114,6,1,1966.0,2.0,140,40,0,0,0,0,6,2007,175000,2073.0
1115,5,0,1988.0,2.0,0,108,0,0,135,0,10,2007,182000,2345.0
1116,5,0,1981.0,2.0,0,0,116,0,0,0,4,2007,103000,1810.0
1117,8,2,2001.0,3.0,314,140,0,0,0,0,3,2007,466500,5266.0
1118,6,0,1959.0,1.0,156,0,0,0,0,0,6,2009,149500,1976.0
1119,4,0,1978.0,1.0,108,32,0,0,0,0,4,2007,142500,2116.0
1120,6,0,1973.0,1.0,0,0,64,0,0,0,4,2007,136500,2712.0
1121,5,0,1993.0,2.0,0,48,0,0,0,0,6,2006,137000,1950.0
1122,6,1,1988.0,2.0,0,48,0,0,141,0,6,2008,226500,3363.0
1123,5,1,1990.0,2.0,192,0,0,0,0,0,2,2010,171500,2641.0
1124,6,0,1976.0,2.0,0,0,0,0,0,0,7,2006,132500,1865.0
1125,6,0,1949.0,2.0,0,0,0,0,0,0,5,2006,87500,1040.0
1126,7,1,2001.0,2.0,0,0,0,0,0,0,6,2008,223000,2647.0
1127,7,1,1962.0,2.0,0,36,0,0,0,0,7,2008,174000,2856.0
1128,4,0,1951.0,1.0,0,0,0,0,195,0,6,2006,142000,1768.0
1129,7,1,2006.0,2.0,0,140,0,0,0,0,6,2006,232600,2978.0
1130,5,1,1974.0,2.0,265,0,0,0,0,0,1,2006,181000,2349.0
1131,10,1,1973.0,2.0,728,20,0,0,0,0,6,2006,151400,3463.0
1132,7,1,2006.0,3.0,0,44,0,0,0,0,5,2007,250000,3260.0
1133,7,1,1988.0,2.0,228,66,156,0,0,500,3,2010,196500,2694.0
1134,8,1,1950.0,2.0,0,148,150,0,0,0,2,2007,185000,3273.0
1135,5,0,1969.0,1.0,0,0,0,0,0,0,8,2009,113000,2432.0
1136,7,1,2007.0,2.0,140,0,0,0,0,0,10,2007,392000,2838.0
1137,4,0,1978.7077955601446,0.0,0,0,0,0,0,0,10,2006,127500,1925.0
1138,4,0,2000.0,2.0,0,32,0,0,0,0,9,2007,177000,2329.0
1139,9,1,2004.0,3.0,193,127,0,0,0,0,6,2007,265000,3601.0
1140,8,2,1998.0,2.0,147,0,36,0,144,0,6,2007,312500,3582.0
1141,9,1,1988.0,2.0,105,502,0,0,0,0,7,2008,325000,4012.0
1142,6,2,1980.0,3.0,462,0,0,255,0,0,4,2009,275000,4028.0
1143,9,1,1995.0,3.0,224,114,0,0,0,0,6,2007,290000,3723.0
1144,7,2,1974.0,2.0,296,0,186,0,0,0,4,2010,169000,2702.0
1145,4,0,1921.0,1.0,0,0,129,0,0,0,6,2006,89000,1232.0
1146,7,1,1998.0,2.0,0,75,0,0,0,0,5,2010,180400,2254.0
1147,7,1,2003.0,3.0,0,0,0,0,0,0,10,2009,284000,4835.0
1148,5,0,1958.0,1.0,0,0,0,0,0,0,7,2007,114500,1824.0
1149,7,0,2005.0,3.0,144,20,0,0,0,0,7,2006,212900,3104.0
1150,6,0,2001.0,2.0,0,33,0,0,0,0,6,2009,187100,2843.0
1151,5,1,1999.0,2.0,0,32,0,0,0,0,6,2007,176000,2187.0
1152,7,2,1968.0,2.0,0,0,216,0,0,0,9,2007,215000,2976.0
1153,6,0,2004.0,2.0,0,45,0,0,0,0,9,2008,185900,2352.0
1154,5,0,1989.0,2.0,96,0,0,0,0,500,11,2009,120500,1728.0
1155,7,1,2005.0,2.0,100,40,0,0,0,0,7,2006,192140,2570.0
1156,5,1,1982.0,1.0,0,0,0,0,0,0,10,2008,130500,1632.0
1157,9,0,1945.0,1.0,92,0,185,0,0,0,4,2009,98000,1529.0
1158,7,2,2008.0,3.0,0,0,70,0,255,0,6,2008,475000,4547.0
1159,6,0,1920.0,1.0,0,0,0,0,0,0,11,2007,67000,2038.0
1160,8,1,2007.0,3.0,178,120,0,0,0,0,11,2007,325624,3743.0
1161,4,1,2002.0,2.0,0,144,0,0,145,0,7,2007,245000,2818.0
1162,6,0,2004.0,2.0,0,102,0,0,0,0,6,2008,159000,2228.0
1163,6,0,1965.0,2.0,0,0,0,0,0,0,6,2007,156000,2146.0
1164,10,2,2008.0,3.0,0,72,0,0,170,0,4,2009,555000,5496.0
1165,6,0,1984.0,2.0,0,0,0,0,0,0,6,2008,162500,2464.0
1166,8,0,1993.0,4.0,288,0,0,0,0,0,4,2006,224500,2784.0
1167,6,1,1950.0,2.0,0,0,180,0,0,0,7,2008,133000,2976.0
1168,8,1,2003.0,2.0,0,75,0,0,0,0,7,2006,180000,2292.0
1169,6,0,1982.0,1.0,0,0,0,0,0,0,7,2008,134500,1690.0
1170,10,1,2006.0,3.0,192,0,37,0,0,0,10,2006,438780,4355.0
1171,6,1,1962.0,1.0,64,110,0,0,0,0,12,2008,165000,2530.0
1172,5,0,1967.0,1.0,0,0,0,0,0,0,7,2009,100000,1784.0
1173,5,2,1960.0,2.0,0,0,203,0,0,0,8,2009,176000,2658.0
1174,6,1,1955.0,2.0,0,418,0,0,312,0,7,2006,170000,3542.0
1175,7,1,2007.0,3.0,143,20,0,0,0,0,6,2009,174000,2928.0
1176,6,1,1985.0,1.0,0,0,0,0,0,0,8,2008,127000,2004.0
1177,7,1,1999.0,2.0,0,103,0,0,0,0,5,2008,185900,2482.0
1178,4,0,1938.0,1.0,144,20,80,0,0,0,12,2009,91300,1076.0
1179,7,0,2003.0,2.0,192,23,0,0,0,0,5,2006,200000,3382.0
1180,7,1,1949.0,1.0,0,0,0,0,0,0,1,2007,143000,2886.0
1181,8,1,1958.0,2.0,0,0,0,0,0,0,7,2006,172500,2972.0
1182,4,0,2002.0,2.0,0,0,0,0,0,0,6,2007,110000,2176.0
1183,6,1,1982.0,3.0,0,0,84,0,0,0,5,2009,140000,2402.0
1184,6,1,2006.0,2.0,0,22,0,0,0,0,3,2007,176432,2628.0
1185,6,0,1991.0,2.0,112,51,0,0,0,0,6,2008,179200,2572.0
1186,6,0,2005.0,2.0,264,98,0,0,0,0,1,2007,203000,2548.0
1187,7,0,2007.0,3.0,0,56,0,0,0,0,6,2007,248328,3378.0
1188,7,0,2008.0,3.0,0,95,0,0,0,0,1,2009,316500,3282.0
1189,5,1,1948.0,1.0,135,0,0,0,0,0,1,2008,125600,1649.0
1190,5,0,1959.0,1.0,0,0,0,0,0,0,6,2008,110000,1968.0
1191,5,0,1997.0,1.0,0,0,168,0,0,0,7,2007,108500,1920.0
1192,4,0,1952.0,2.0,0,0,0,0,0,54,6,2010,55993,1584.0
1193,7,1,1948.0,1.0,0,100,126,0,0,0,6,2010,129000,2660.0
1194,5,1,1987.0,2.0,125,0,0,0,0,0,7,2006,176000,2249.0
1195,6,0,1963.0,1.0,0,0,0,0,216,0,6,2009,154000,2760.0
1196,6,1,1986.0,2.0,282,0,0,0,0,0,3,2008,180000,2512.0
1197,6,1,1976.0,2.0,536,90,0,0,0,0,8,2007,134000,2284.0
1198,7,1,1950.0,2.0,0,29,39,0,0,0,6,2007,243000,3360.0
1199,9,1,2002.0,3.0,0,252,0,0,0,0,11,2007,270000,3245.0
1200,5,0,1983.0,2.0,120,0,158,0,0,0,6,2007,134000,2164.0
1201,9,1,1993.0,3.0,340,60,144,0,0,0,4,2009,260000,3993.0
1202,7,1,2006.0,2.0,100,30,0,0,0,0,5,2007,168675,2229.0
1203,7,1,1994.0,2.0,256,64,0,0,0,0,3,2007,160000,2086.0
1204,5,0,1978.7077955601446,0.0,0,165,30,0,0,0,9,2008,95000,1764.0
1205,7,1,2005.0,2.0,36,28,0,0,0,0,7,2009,173000,2126.0
1206,5,1,2006.0,2.0,216,121,0,0,0,0,8,2006,187750,2594.0
1207,7,1,1986.0,2.0,364,63,0,0,0,0,11,2008,215000,2884.0
1208,6,0,1967.0,1.0,0,90,0,0,0,0,3,2008,120000,2146.0
1209,7,1,2005.0,2.0,192,35,0,0,0,0,4,2007,249000,3000.0
1210,7,0,1967.0,2.0,0,20,35,0,264,0,4,2006,164500,2668.0
1211,5,0,1986.0,1.0,0,0,0,0,0,0,11,2006,230000,1295.0
1212,6,1,1979.0,2.0,0,0,70,0,0,0,9,2007,140000,2016.0
1213,4,0,1952.0,1.0,0,68,0,0,0,0,9,2009,118900,1464.0
1214,6,1,2008.0,3.0,192,142,0,0,0,0,6,2009,239900,2936.0
1215,4,1,1975.0,2.0,0,55,0,0,225,0,7,2006,146300,2138.0
1216,6,0,1975.0,2.0,0,100,0,0,0,0,6,2008,124000,2080.0
1217,6,0,1963.0,1.0,40,176,0,0,0,0,3,2007,130000,1924.0
1218,6,0,2000.0,2.0,120,55,0,0,0,0,12,2007,179000,2698.0
1219,5,0,1990.0,2.0,0,34,0,508,0,0,5,2009,180500,2866.0
1220,4,0,1945.0,1.0,0,0,0,0,0,0,6,2010,80000,1494.0
1221,7,1,2008.0,3.0,0,36,0,0,0,0,5,2009,287090,3151.0
1222,4,0,1956.0,1.0,0,45,0,0,0,0,12,2008,97000,882.0
1223,5,1,2002.0,2.0,130,30,0,0,0,0,5,2006,246990,2879.0
1224,6,1,1964.0,2.0,0,108,246,0,0,0,3,2007,154204,2430.0
1225,6,1,1958.0,2.0,0,304,144,0,0,6500,4,2008,186000,2624.0
1226,6,0,1972.0,1.0,0,0,0,0,0,0,12,2008,111750,1932.0
1227,10,2,2003.0,3.0,220,150,0,0,0,0,6,2010,500000,5542.0
1228,6,1,2007.0,2.0,100,24,0,0,0,0,3,2008,177439,1984.0
1229,10,1,2008.0,3.0,0,102,0,0,0,0,7,2009,335000,3288.0
1230,8,1,1976.0,2.0,0,69,0,0,0,0,9,2008,205000,2767.0
1231,4,1,1990.0,2.0,0,64,140,0,0,0,8,2007,212000,2633.0
1232,5,1,2004.0,2.0,128,53,0,0,155,0,5,2010,246000,3240.0
1233,6,0,1983.0,2.0,152,0,0,0,0,0,7,2008,181900,2520.0
1234,6,0,1974.0,2.0,0,0,0,0,0,0,4,2010,130000,2242.0
1235,7,0,1910.0,2.0,270,0,112,0,0,0,5,2007,132000,1696.0
1236,7,1,1994.0,2.0,202,93,0,0,0,0,7,2007,220000,2737.0
1237,7,1,2001.0,2.0,202,151,0,0,0,0,6,2009,236500,3541.0
1238,8,0,2009.0,2.0,0,150,0,0,0,0,12,2009,263435,2767.0
1239,9,1,1938.0,2.0,0,34,0,0,0,0,11,2008,141000,3241.0
1240,9,1,2003.0,2.0,120,48,0,0,0,0,5,2008,213000,2833.0
1241,6,0,2010.0,2.0,0,25,0,0,0,0,1,2010,179781,2428.0
1242,6,1,2007.0,2.0,0,35,0,0,0,0,6,2008,234250,2684.0
1243,10,1,1976.0,2.0,0,72,174,0,0,0,5,2008,287000,4463.0
1244,8,1,2002.0,3.0,0,48,0,0,0,0,7,2009,257500,2874.0
1245,5,1,1926.0,1.0,0,128,0,0,0,0,5,2007,102000,1946.0
1246,6,1,1930.0,1.0,0,0,205,0,0,0,6,2007,139400,1745.0
1247,6,0,1998.0,3.0,216,0,160,0,0,0,1,2006,105000,1886.0
1248,8,1,1970.0,2.0,81,207,0,0,224,0,10,2007,268000,4434.0
1249,8,1,1966.0,2.0,586,236,0,0,0,0,8,2006,274970,2898.0
1250,5,1,2005.0,2.0,100,16,0,0,0,0,8,2009,180000,2440.0
1251,7,1,1928.0,2.0,0,0,116,0,0,0,10,2008,161000,2067.0
1252,6,0,1946.0,1.0,0,0,0,0,0,0,4,2010,84900,930.0
1253,5,0,1958.0,1.0,0,0,0,0,0,0,4,2010,119000,1976.0
1254,7,1,2005.0,3.0,0,265,0,0,0,0,6,2008,370000,3928.0
1255,6,0,2005.0,2.0,0,96,0,0,0,0,7,2007,175900,2540.0
1256,12,0,1979.0,2.0,154,0,0,0,0,0,6,2009,142953,2240.0
1257,5,1,1994.0,2.0,0,30,0,0,217,0,5,2007,279700,2988.0
1258,6,1,1957.0,1.0,0,60,0,0,0,0,3,2006,132000,2543.0
1259,8,2,2000.0,3.0,253,142,0,0,0,0,5,2009,313000,3593.0
1260,7,0,1994.0,1.0,0,47,120,0,0,0,9,2006,108000,1973.0
1261,7,1,2003.0,2.0,178,128,0,0,0,0,7,2008,165400,2402.0
1262,6,1,1995.0,2.0,413,91,0,0,0,0,8,2006,187000,2280.0
1263,9,1,1995.0,3.0,0,146,202,0,0,0,7,2009,403000,4256.0
1264,8,1,1976.0,2.0,0,224,0,0,0,0,6,2007,195000,2878.0
1265,6,1,1961.0,2.0,0,0,0,0,168,0,5,2007,158500,2472.0
1266,7,1,2002.0,2.0,199,60,0,0,0,0,11,2006,255000,3054.0
1267,7,2,1956.0,2.0,0,51,224,0,0,0,4,2008,236500,3796.0
1268,5,0,1974.0,1.0,0,0,0,0,0,0,11,2007,129250,1976.0
1269,6,2,1959.0,2.0,0,54,0,0,161,0,3,2010,289000,3302.0
1270,8,0,1976.0,2.0,0,0,0,0,0,0,11,2008,100000,1872.0
1271,7,1,2001.0,2.0,184,121,0,0,0,0,1,2007,275000,3970.0
1272,7,1,1999.0,2.0,120,29,0,0,0,0,6,2008,207000,2614.0
1273,6,0,1977.0,2.0,0,64,0,0,0,0,10,2006,146000,2064.0
1274,6,0,1973.0,1.0,0,0,0,0,0,0,7,2006,116000,1524.0
1275,8,0,1998.0,2.0,576,36,0,0,0,0,2,2009,219500,3091.0
1276,6,1,2003.0,2.0,148,36,0,0,0,0,11,2009,173000,2810.0
1277,6,0,1956.0,1.0,0,0,0,0,0,0,4,2009,135000,2363.0
1278,7,1,2003.0,2.0,0,120,0,0,0,0,6,2007,213000,2911.0
1279,6,1,1954.0,2.0,81,0,280,0,0,0,10,2007,150000,2266.0
1280,7,1,2006.0,3.0,120,16,0,0,0,0,2,2007,194201,2660.0
1281,7,1,2005.0,2.0,156,0,0,0,0,0,5,2009,181000,2850.0
1282,7,0,1958.0,1.0,0,0,275,0,0,500,4,2007,157900,2884.0
1283,7,1,1999.0,2.0,208,107,0,0,0,0,9,2006,217000,2730.0
1284,9,1,2005.0,3.0,160,50,0,0,0,0,5,2009,252000,3035.0
1285,8,0,2002.0,2.0,0,108,0,0,0,0,9,2006,197000,2781.0
1286,7,1,2004.0,2.0,120,48,0,0,0,0,9,2009,189500,2498.0
1287,7,0,1955.0,1.0,207,0,96,0,0,0,7,2006,116000,1936.0
1288,6,2,1963.0,2.0,0,26,0,0,0,0,6,2010,143000,2656.0
1289,6,0,1950.0,1.0,0,80,0,0,0,0,5,2007,119000,1864.0
1290,6,0,1954.0,1.0,0,0,0,0,0,0,4,2008,127500,2132.0
1291,7,0,2005.0,2.0,0,53,0,0,0,0,2,2006,200825,2574.0
1292,3,0,1922.0,1.0,0,0,100,0,0,0,2,2006,35000,996.0
1293,8,2,1978.0,4.0,0,16,0,0,208,0,12,2008,292500,4260.0
1294,5,0,1987.0,1.0,0,0,0,0,0,0,9,2008,106000,1470.0
1295,4,0,1945.0,2.0,80,0,0,0,0,0,6,2010,85000,1416.0
1296,8,1,2002.0,3.0,218,183,0,0,0,0,9,2009,286500,3424.0
1297,4,1,1977.0,2.0,0,55,0,0,165,0,7,2010,127500,2138.0
1298,6,0,2007.0,2.0,0,210,0,0,0,0,6,2007,210400,2670.0
1299,6,1,2003.0,2.0,185,140,0,0,0,0,4,2008,274000,3036.0
1300,6,1,2007.0,2.0,0,192,0,0,0,0,1,2008,264966,2700.0
1301,6,0,1910.0,1.0,14,211,0,0,84,0,9,2007,50000,2255.0
1302,7,0,1961.0,1.0,0,0,196,0,0,1200,6,2010,139000,2338.0
1303,7,1,1990.0,2.0,0,99,0,0,182,0,2,2007,300000,3726.0
1304,9,3,1972.0,2.0,269,111,0,0,0,0,7,2009,345000,4656.0
1305,7,1,1994.0,2.0,120,35,0,0,0,0,6,2007,228000,3148.0
1306,7,1,2003.0,2.0,100,0,0,0,0,0,10,2007,165500,1778.0
1307,8,0,1940.0,1.0,0,172,60,0,0,0,9,2006,107000,2014.0
1308,5,1,2001.0,2.0,0,120,0,0,224,0,8,2008,286000,3186.0
1309,4,0,1978.7077955601446,0.0,0,523,115,0,0,0,11,2009,34900,1440.0
1310,5,0,1964.0,1.0,0,0,0,0,0,0,11,2006,115000,1824.0
1311,7,1,2003.0,2.0,143,20,0,0,0,0,5,2006,215000,2729.0
1312,8,0,1915.0,1.0,24,28,0,0,0,400,6,2009,179900,2616.0
1313,4,0,1985.0,2.0,0,54,0,0,140,0,6,2010,212000,2990.0
1314,7,1,2005.0,2.0,0,119,0,0,0,0,1,2006,250000,3138.0
1315,8,1,1928.0,1.0,0,0,0,0,0,0,8,2006,149000,2618.0
1316,8,1,1995.0,2.0,224,84,0,0,0,0,6,2008,188000,2431.0
1317,5,0,1936.0,1.0,0,75,161,0,0,0,10,2006,99800,1426.0
1318,8,0,1996.0,2.0,0,48,143,0,0,0,7,2007,159500,3272.0
1319,7,1,2004.0,2.0,100,0,0,0,0,0,6,2010,184500,1758.0
1320,10,1,2007.0,3.0,0,148,0,0,0,0,11,2007,276000,4056.0
1321,7,1,1976.0,2.0,48,0,0,0,0,0,7,2007,155000,2352.0
1322,7,1,1969.0,2.0,0,16,0,0,0,0,3,2009,160000,2592.0
1323,7,1,1964.0,2.0,0,32,240,0,0,0,7,2006,157500,2160.0
1324,6,2,1994.0,2.0,129,64,222,0,0,0,2,2010,285000,3482.0
1325,9,0,1978.7077955601446,0.0,0,70,0,0,0,0,9,2008,145900,3472.0
1326,8,1,1996.0,2.0,100,33,0,0,0,0,2,2008,229000,2709.0
1327,4,0,1946.0,1.0,0,0,0,0,0,0,4,2008,79000,2557.612195121951
1328,6,0,1978.0,2.0,0,0,0,0,0,0,8,2007,128500,2432.0
1329,7,1,1998.0,3.0,210,31,0,0,0,0,2,2006,286000,3020.0
1330,7,1,1997.0,2.0,252,30,0,0,0,0,7,2009,189500,2553.0
1331,7,0,1953.0,1.0,208,0,100,0,0,0,8,2009,102900,1210.0
1332,7,0,1950.0,1.0,0,0,0,0,0,0,3,2010,128500,2600.0
1333,7,1,1953.0,1.0,200,0,0,0,0,0,6,2007,156000,2944.0
1334,9,1,2005.0,3.0,144,39,0,0,0,0,2,2007,281213,3576.0
1335,9,1,1960.0,2.0,0,0,0,0,0,0,11,2008,242000,2654.0
1336,6,2,1960.0,2.0,0,40,0,0,0,0,12,2009,157500,2956.0
1337,8,1,2003.0,2.0,168,57,0,0,0,0,5,2006,196500,2520.0
1338,5,0,1998.0,2.0,0,130,0,0,0,0,5,2006,193000,2850.0
1339,7,0,1939.0,1.0,0,0,0,0,0,0,7,2007,132000,1994.0
1340,7,0,1985.0,2.0,264,0,84,0,0,0,5,2006,139900,2140.0
1341,6,0,1959.0,1.0,0,0,120,0,0,0,4,2010,148000,2388.0
1342,8,1,2007.0,3.0,196,104,0,0,0,0,8,2007,281500,2713.0
1343,11,1,2004.0,3.0,194,50,0,0,0,0,8,2007,342000,4662.0
1344,6,0,1975.0,2.0,0,0,0,0,0,0,5,2006,148000,2338.0
1345,5,1,1972.0,2.0,0,0,92,0,0,0,7,2008,140000,2642.0
1346,6,0,1998.0,2.0,0,80,0,180,0,0,7,2006,150000,2061.0
1347,12,2,1996.0,2.0,168,0,0,0,0,0,6,2008,279500,3189.0
1348,5,0,2005.0,2.0,0,44,0,0,0,0,5,2007,140000,1619.0
1349,10,0,1978.0,2.0,0,0,0,0,0,0,10,2006,145000,3328.0
1350,5,1,1999.0,2.0,203,68,0,0,0,0,6,2010,184000,2742.0
1351,4,1,1978.0,2.0,223,78,0,0,0,0,1,2010,206000,2452.0
1352,5,0,1972.0,1.0,0,0,0,0,0,0,5,2007,85500,1638.0
1353,6,1,1939.0,1.0,0,0,0,0,0,0,8,2008,188700,2375.0
1354,7,1,1978.0,2.0,252,55,0,0,0,0,8,2009,200000,3098.0
1355,4,0,1990.0,2.0,114,36,0,0,0,0,7,2009,162000,2115.0
1356,4,0,1940.0,1.0,168,0,0,0,0,0,8,2008,108000,1344.0
1357,7,2,1975.0,2.0,0,0,0,0,490,0,6,2009,213000,3242.0
1358,7,1,2007.0,3.0,0,0,0,0,0,0,11,2007,318000,3468.0
1359,11,0,1910.0,2.0,40,156,0,0,0,0,11,2009,106000,2987.0
1360,8,2,1928.0,3.0,0,42,0,0,180,0,12,2006,235000,2681.0
1361,6,0,1978.7077955601446,0.0,352,0,0,0,0,400,1,2010,128950,2175.0
1362,6,1,1961.0,2.0,0,20,0,0,0,0,6,2008,163000,2724.0
1363,7,0,1940.0,1.0,0,0,0,0,0,0,4,2007,126000,1890.0
1364,6,0,2003.0,2.0,280,238,0,0,0,0,6,2008,200000,3444.0
1365,7,0,1958.0,1.0,0,0,0,0,0,0,7,2007,144000,2398.0
1366,10,0,1978.7077955601446,0.0,0,0,0,0,0,0,7,2007,141000,3600.0
1367,9,1,1998.0,3.0,286,60,0,0,0,0,1,2007,322500,3971.0
1368,6,0,1998.0,2.0,0,34,0,0,0,0,5,2010,224900,3310.0
